<strong>ID</strong><strong>	ORF</strong><strong>	RANGE_GB</strong><strong>	GeneSymbol</strong><strong>	GeneType</strong><strong>	RANGE_START</strong><strong>	RANGE_END</strong><strong>	RANGE_STRAND</strong>
2477	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S631	Intra	1886528	1887351	1
2478	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17570[gene]">BSU17570</a>	AL009126.3	xynP		1887352	1888743	1
2479	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17580[gene]">BSU17580</a>	AL009126.3	xynB		1888774	1890375	1
2480	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S632	Indep-NT	1888890	1889195	-1
2481	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17590[gene]">BSU17590</a>	AL009126.3	xylR		1890512	1891564	-1
2482	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S633	5'UTR	1891565	1891743	-1
2483	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S634	5'UTR	1891803	1891907	1
2484	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17600[gene]">BSU17600</a>	AL009126.3	xylA		1891908	1893245	1
2485	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S635	3'UTR	1893246	1893320	1
2486	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17610[gene]">BSU17610</a>	AL009126.3	xylB		1893396	1894895	1
2487	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S636	3'UTR	1894896	1895211	1
2488	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17620[gene]">BSU17620</a>	AL009126.3	yncB		1895378	1896013	-1
2489	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S637	5'UTR	1896225	1896423	1
2490	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17630[gene]">BSU17630</a>	AL009126.3	yncC		1896424	1897839	1
2491	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17640[gene]">BSU17640</a>	AL009126.3	alrB		1897941	1899125	-1
2492	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S638	5'UTR	1899126	1899205	-1
2493	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17650[gene]">BSU17650</a>	AL009126.3	yncE		1899589	1900050	1
2494	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17660[gene]">BSU17660</a>	AL009126.3	yncF		1900080	1900514	1
2495	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S639	3'PT	1900263	1900568	-1
2496	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S640	Intra	1900515	1901611	1
2497	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S641	Indep	1900570	1900855	-1
2498	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17670[gene]">BSU17670</a>	AL009126.3	cotU		1901117	1901377	-1
2499	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17678[gene]">BSU17678</a>	AL009126.3	ynzJ		1901612	1901737	1
2500	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S642	Inter	1901738	1901854	1
2501	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S643	5'UTR	1901856	1902166	1
2502	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17680[gene]">BSU17680</a>	AL009126.3	thyA		1902219	1903058	1
2503	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S644	3'UTR	1903165	1903471	-1
2504	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S645	Indep	1903330	1903490	1
2505	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17690[gene]">BSU17690</a>	AL009126.3	yncM		1903511	1904263	-1
2506	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S646	Inter	1904268	1904392	-1
2507	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17699[gene]">BSU17699</a>	AL009126.3	ynzK		1904393	1904749	-1
2508	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17700[gene]">BSU17700</a>	AL009126.3	cotC		1904995	1905195	-1
2509	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17710[gene]">BSU17710</a>	AL009126.3	tatAC		1905370	1905558	-1
2510	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S647	5'UTR	1905706	1905808	1
2511	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17720[gene]">BSU17720</a>	AL009126.3	yndA		1905809	1906207	1
2512	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S648	Inter	1906208	1907012	1
2513	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17730[gene]">BSU17730</a>	AL009126.3	yndB		1906272	1906706	-1
2514	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17740[gene]">BSU17740</a>	AL009126.3	ynzB		1907013	1907201	1
2515	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S649	3'UTR	1907202	1907287	1
2516	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S650	5'UTR	1907334	1907493	1
2517	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17750[gene]">BSU17750</a>	AL009126.3	yndD		1907494	1909056	1
2518	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17760[gene]">BSU17760</a>	AL009126.3	yndE		1909086	1910177	1
2519	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17770[gene]">BSU17770</a>	AL009126.3	yndF		1910167	1911381	1
2520	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17780[gene]">BSU17780</a>	AL009126.3	yndG		1911528	1912334	1
2521	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S651	Indep-NT	1912142	1913240	-1
2522	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17790[gene]">BSU17790</a>	AL009126.3	yndH		1912339	1912956	1
2523	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17800[gene]">BSU17800</a>	AL009126.3	yndJ		1912953	1914593	1
2524	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S652	3'PT	1914233	1914999	-1
2525	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17810[gene]">BSU17810</a>	AL009126.3	yndK		1914630	1914995	1
2526	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S653	Indep	1915001	1915132	-1
2527	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S654	5'UTR	1915122	1915220	1
2528	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S655	5'UTR	1915134	1915264	-1
2529	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17820[gene]">BSU17820</a>	AL009126.3	yndL		1915221	1915979	1
2530	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S656	3'NT	1915794	1916005	-1
2531	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S657	Inter	1916003	1916622	1
2532	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17830[gene]">BSU17830</a>	AL009126.3	yndM		1916006	1916545	-1
2533	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17840[gene]">BSU17840</a>	AL009126.3	fosB		1916663	1917097	1
2534	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S658	Inter	1917098	1917430	1
2535	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S659	Indep	1917432	1917610	1
2536	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17850[gene]">BSU17850</a>	AL009126.3	lexA		1917639	1918256	-1
2537	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17860[gene]">BSU17860</a>	AL009126.3	yneA		1918406	1918723	1
2538	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17870[gene]">BSU17870</a>	AL009126.3	yneB		1918742	1919395	1
2539	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17880[gene]">BSU17880</a>	AL009126.3	ynzC		1919459	1919692	1
2540	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S660	Inter	1919693	1919828	1
2541	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17890[gene]">BSU17890</a>	AL009126.3	tkt		1919861	1921864	1
2542	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S661	Indep-NT	1921866	1922524	-1
2543	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17900[gene]">BSU17900</a>	AL009126.3	yneE		1922017	1922463	1
2544	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17910[gene]">BSU17910</a>	AL009126.3	yneF		1922549	1922767	1
2545	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S662	Inter	1922824	1923123	1
2546	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17920[gene]">BSU17920</a>	AL009126.3	ynzD		1922841	1923014	-1
2547	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S663	5'UTR	1923125	1923233	1
2548	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17930[gene]">BSU17930</a>	AL009126.3	ccdA		1923234	1923941	1
2549	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17940[gene]">BSU17940</a>	AL009126.3	yneI		1924030	1924392	1
2550	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17950[gene]">BSU17950</a>	AL009126.3	yneJ		1924471	1924962	1
2551	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17960[gene]">BSU17960</a>	AL009126.3	yneK		1924993	1925421	-1
2552	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S664	5'UTR	1925453	1925538	-1
2553	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S665	Indep	1925528	1925637	1
2554	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S666	Inter	1925540	1925623	-1
2555	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17970[gene]">BSU17970</a>	AL009126.3	cotM		1925655	1926047	-1
2556	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17980[gene]">BSU17980</a>	AL009126.3	sspP		1926128	1926274	-1
2557	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU17990[gene]">BSU17990</a>	AL009126.3	sspO		1926306	1926452	-1
2558	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S667	5'UTR	1926452	1926585	1
2559	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S668	5'UTR	1926587	1926679	1
2560	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18000[gene]">BSU18000</a>	AL009126.3	citB		1926680	1929409	1
2561	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S669	Intra	1929410	1929480	1
2562	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18010[gene]">BSU18010</a>	AL009126.3	yneN		1929481	1929993	1
2563	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18019[gene]">BSU18019</a>	AL009126.3	ynzL		1930074	1930199	1
2564	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18020[gene]">BSU18020</a>	AL009126.3	sspN		1930264	1930410	1
2565	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18030[gene]">BSU18030</a>	AL009126.3	tlp		1930447	1930698	1
2566	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S670	5'UTR	1930742	1930833	1
2567	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18040[gene]">BSU18040</a>	AL009126.3	yneP		1930834	1931199	1
2568	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18050[gene]">BSU18050</a>	AL009126.3	yneQ		1931215	1931514	1
2569	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18060[gene]">BSU18060</a>	AL009126.3	yneR		1931545	1931832	-1
2570	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18070[gene]">BSU18070</a>	AL009126.3	plsY		1931920	1932501	-1
2571	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S671	5'UTR	1932502	1932632	1
2572	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18080[gene]">BSU18080</a>	AL009126.3	yneT		1932671	1933078	1
2573	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S672	5'UTR	1933162	1933476	1
2574	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18090[gene]">BSU18090</a>	AL009126.3	parE		1933477	1935444	1
2575	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18100[gene]">BSU18100</a>	AL009126.3	parC		1935448	1937868	1
2576	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S673	3'UTR	1937876	1938065	-1
2577	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18110[gene]">BSU18110</a>	AL009126.3	ynfC		1938066	1938476	-1
2578	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S674	5'UTR	1938860	1938924	1
2579	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18120[gene]">BSU18120</a>	AL009126.3	alsT		1938925	1940322	1
2580	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S675	Indep-NT	1940412	1941158	-1
2581	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18130[gene]">BSU18130</a>	AL009126.3	eglS		1940625	1942124	1
2582	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18140[gene]">BSU18140</a>	AL009126.3	ynfE		1942192	1942455	1
2583	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18150[gene]">BSU18150</a>	AL009126.3	xynC		1942714	1943982	-1
2584	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S676	Intra	1943983	1944112	-1
2585	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18160[gene]">BSU18160</a>	AL009126.3	xynD		1944113	1945654	-1
2586	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S677	5'UTR	1945655	1945976	-1
2587	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18170[gene]">BSU18170</a>	AL009126.3	yngA		1946249	1946695	1
2588	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18180[gene]">BSU18180</a>	AL009126.3	yngB		1946702	1947595	1
2589	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18190[gene]">BSU18190</a>	AL009126.3	yngC		1947668	1948264	1
2590	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18200[gene]">BSU18200</a>	AL009126.3	yngD		1948313	1949512	-1
2591	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S678	5'UTR	1949513	1949584	-1
2592	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18210[gene]">BSU18210</a>	AL009126.3	yngE		1949682	1951217	-1
2593	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18220[gene]">BSU18220</a>	AL009126.3	yngF		1951228	1952010	-1
2594	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18230[gene]">BSU18230</a>	AL009126.3	yngG		1952031	1952930	-1
2595	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18239[gene]">BSU18239</a>	AL009126.3	yngHB		1952945	1953166	-1
2596	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18240[gene]">BSU18240</a>	AL009126.3	yngHA		1953181	1954515	-1
2597	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18250[gene]">BSU18250</a>	AL009126.3	yngI		1954525	1956174	-1
2598	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18260[gene]">BSU18260</a>	AL009126.3	yngJ		1956218	1957360	-1
2599	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18270[gene]">BSU18270</a>	AL009126.3	ynzE		1957451	1957756	-1
2600	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18280[gene]">BSU18280</a>	AL009126.3	yngK		1958027	1959559	-1
2601	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18290[gene]">BSU18290</a>	AL009126.3	yngL		1959695	1960087	-1
2602	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18300[gene]">BSU18300</a>	AL009126.3	ppsE		1960198	1964037	-1
2603	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18310[gene]">BSU18310</a>	AL009126.3	ppsD		1964045	1974856	-1
2604	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18320[gene]">BSU18320</a>	AL009126.3	ppsC		1974881	1982548	-1
2605	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18330[gene]">BSU18330</a>	AL009126.3	ppsB		1982565	1990247	-1
2606	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18340[gene]">BSU18340</a>	AL009126.3	ppsA		1990272	1997957	-1
2607	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S679	5'UTR	1997958	1998066	-1
2608	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18350[gene]">BSU18350</a>	AL009126.3	dacC		1998340	1999815	-1
2609	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18360[gene]">BSU18360</a>	AL009126.3	yoxA		1999849	2000826	-1
2610	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18370[gene]">BSU18370</a>	AL009126.3	yoeA		2000960	2002351	-1
2611	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S680	5'UTR	2002172	2002505	1
2612	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S681	5'UTR	2002352	2002456	-1
2613	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18380[gene]">BSU18380</a>	AL009126.3	iseA		2002637	2003182	1
2614	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18390[gene]">BSU18390</a>	AL009126.3	yoeC		2003401	2003946	-1
2615	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18400[gene]">BSU18400</a>	AL009126.3	yoeD		2004262	2004492	-1
2616	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18410[gene]">BSU18410</a>	AL009126.3	ggt		2004677	2006440	1
2617	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18420[gene]">BSU18420</a>	AL009126.3	ftsR		2006541	2007398	-1
2618	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18430[gene]">BSU18430</a>	AL009126.3	yogA		2007526	2008515	1
2619	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S682	3'PT	2007582	2008540	-1
2620	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18440[gene]">BSU18440</a>	AL009126.3	gltB		2008572	2010053	-1
2621	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18450[gene]">BSU18450</a>	AL009126.3	gltA		2010070	2014632	-1
2622	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S683	5'UTR	2014633	2014704	-1
2623	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18460[gene]">BSU18460</a>	AL009126.3	gltC		2014779	2015681	1
2624	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18470[gene]">BSU18470</a>	AL009126.3	proJ		2015733	2016848	-1
2625	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18480[gene]">BSU18480</a>	AL009126.3	proH		2016845	2017738	-1
2626	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18490[gene]">BSU18490</a>	AL009126.3	rtp		2017886	2018254	-1
2627	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S684	5'UTR	2018314	2018433	-1
2628	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S685	Inter	2018435	2018531	-1
2629	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18500[gene]">BSU18500</a>	AL009126.3	yoxD		2018554	2019270	-1
2630	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18510[gene]">BSU18510</a>	AL009126.3	yoxC		2019421	2019726	1
2631	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18520[gene]">BSU18520</a>	AL009126.3	yoxB		2019797	2020567	1
2632	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18530[gene]">BSU18530</a>	AL009126.3	yoaA		2020611	2021144	1
2633	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S686	3'UTR	2021145	2021230	1
2634	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18540[gene]">BSU18540</a>	AL009126.3	yoaB		2021223	2022467	-1
2635	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S687	3'PT	2021232	2021971	1
2636	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S688	Intra	2022468	2022560	-1
2637	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18550[gene]">BSU18550</a>	AL009126.3	yoaC		2022561	2024024	-1
2638	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18560[gene]">BSU18560</a>	AL009126.3	yoaD		2024042	2025076	-1
2639	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S689	Inter	2025088	2025159	-1
2640	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3			2025160	2025251	-1
2641	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18570[gene]">BSU18570</a>	AL009126.3	yoaE		2025400	2027442	1
2642	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18580[gene]">BSU18580</a>	AL009126.3	yoaF		2027509	2027802	1
2643	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S690	3'UTR	2027827	2028174	-1
2644	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18590[gene]">BSU18590</a>	AL009126.3	yoaG		2028175	2028579	-1
2645	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S691	5'UTR	2028580	2028675	-1
2646	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S692	5'UTR	2028811	2029019	1
2647	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18600[gene]">BSU18600</a>	AL009126.3	yozQ		2029020	2029313	1
2648	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S693	3'UTR	2029314	2029407	1
2649	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18610[gene]">BSU18610</a>	AL009126.3	yoaH		2029429	2031114	-1
2650	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S694	5'UTR	2031115	2031202	-1
2651	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18620[gene]">BSU18620</a>	AL009126.3	yoaI		2031439	2032890	1
2652	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18630[gene]">BSU18630</a>	AL009126.3	exlX		2032927	2033625	-1
2653	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S695	Inter	2033681	2033894	-1
2654	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18640[gene]">BSU18640</a>	AL009126.3	yoaK		2033895	2034572	-1
2655	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S696	Inter	2034573	2037062	-1
2656	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18650[gene]">BSU18650</a>	AL009126.3	pelB		2034745	2035782	1
2657	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18660[gene]">BSU18660</a>	AL009126.3	yoaM		2036039	2036722	1
2658	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18669[gene]">BSU18669</a>	AL009126.3	yozS		2037063	2037368	-1
2659	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S697	5'UTR	2037369	2037470	-1
2660	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S698	3'UTR	2037498	2037600	-1
2661	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18670[gene]">BSU18670</a>	AL009126.3	yoaN		2037601	2038779	-1
2662	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18680[gene]">BSU18680</a>	AL009126.3	yoaO		2038902	2039390	-1
2663	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18690[gene]">BSU18690</a>	AL009126.3	yoaP		2039610	2040365	-1
2664	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18700[gene]">BSU18700</a>	AL009126.3	yoaQ		2040673	2041029	1
2665	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18709[gene]">BSU18709</a>	AL009126.3	yozT		2040988	2041227	-1
2666	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S699	3'NT	2041030	2041466	1
2667	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S700	Intra	2041228	2041329	-1
2668	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18710[gene]">BSU18710</a>	AL009126.3	yozF		2041330	2041827	-1
2669	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S701	Intra	2041828	2041927	-1
2670	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18720[gene]">BSU18720</a>	AL009126.3	yoaR		2041928	2042839	-1
2671	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18730[gene]">BSU18730</a>	AL009126.3	yoaS		2043186	2043668	1
2672	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU18740[gene]">BSU18740</a>	AL009126.3	yozG		2043678	2043932	1
